,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
814,9,0.0225745,-0.492044,0.209208,-11.784,-227.303,-486.874,202.9,-304.365,-0.0795827,0.60147,0.0362579,0.947677,161.972,-28.5518,105.488,198.84,300.407,0.0558755,0.241143,0.32419,-0.418546,481.758,418.045,2055.92,-199.669,-305.422,-0.130892,0.0231934,0.0012207,0.00595093,-0.0579834,0.0314331,-0.00961304,0.0141907,-0.00259399,-0.0108337,0.0947571,-0.0543213,-0.125732,-0.0354004,-0.110016,-0.0672913,0.0154114,2.64694,2.65198,-0.00610352,0.0218201,0.0337219,0.0326538,-0.0523376,-0.114441,0.0740051,-0.2948,0.0144958,-0.0216675,-2.85477,-2.84027,59.8352,22.4962,-820.762,-151485,-105192,-9542.35,79.4824,-873.813,-0.0986442,-0.0043869,-0.130424,-0.0300598,-0.00217438,0.0866318,0.26207,-0.17807,0.0985336,0.221176,0.0907135,0.172424,0.17971,-0.195389,0.272751,-0.0798416,0.295143,-0.0401688,0.0288773,0.0502014,-0.00442505,-0.148315,-0.100517,0.114059,0.0841522,0.230637,-0.143089,-0.111656,-0.161095,-0.184822,-0.0569916,0.194092,-0.121727,0.00274658
815,0,0.0200944,-0.314771,1.27148,31.9414,-156.473,-486.844,202.9,-304.365,-0.0795827,0.776619,0.0374421,2.00819,381.196,77.8103,365.793,198.84,300.407,0.0558755,0.506758,0.148182,0.291136,527.28,-36.9026,1944.58,-199.669,-305.422,-0.130892,-0.00289917,0.00198364,0.0354004,-0.0520325,0.00457764,0.0247192,0.0163269,0.0137329,0.0038147,0.0265503,-0.0482178,-0.146484,-0.0341797,-0.0561523,-0.0680542,0.0280762,2.63733,2.65503,-0.00518799,-0.00762939,0.0683594,0.00549316,-0.0706482,-0.0549316,0.102844,-0.221558,0.0210571,0.0144958,3.28644,3.28979,59.7421,23.1132,-823.623,-151530,-105264,-9561.03,79.841,-874.399,-0.09803,0.0220871,-0.111465,-0.0321198,0.0181198,0.101242,0.247955,-0.151138,0.053215,0.232964,0.108681,0.160065,0.210342,-0.203247,0.240822,-0.0402832,0.284081,-0.0397491,0.0714874,0.0434875,0.0239944,-0.120392,-0.0873184,0.128326,0.0642014,0.236282,-0.117493,-0.142784,-0.165176,-0.17395,-0.0553513,0.216904,-0.109978,0.0198364
815,1,0.0213673,-0.0505153,-0.499255,-12.6585,-50.8008,-505.563,202.9,-304.365,-0.0795827,0.249302,0.211704,0.240471,206.262,-98.3796,217.042,198.84,300.407,0.0558755,0.151546,0.324551,1.35506,393.457,277.818,2055.91,-199.669,-305.422,-0.130892,0.0163269,-0.0050354,0.00610352,-0.0268555,-0.00320435,0.0253296,-0.00915527,0.00686646,-0.0326538,0.0682068,-0.0231934,-0.107422,-0.0410461,-0.0778198,-0.0721741,0.027771,2.67715,2.66617,-0.0062561,-0.0537109,0.0767517,0.0212097,0.00183105,0.0158691,0.0627136,-0.229492,0.00793457,-0.0177002,3.25668,3.24783,59.6512,23.7332,-824.697,-151575,-105442,-9522.95,79.7913,-874.584,-0.0976473,-0.0175476,-0.118866,-0.019989,0.0160217,0.0826263,0.245628,-0.197029,0.0689316,0.252876,0.0934601,0.183945,0.190277,-0.217972,0.284042,-0.0473404,0.302582,-0.0243378,0.0301361,0.0235748,0.0114059,-0.111847,-0.12413,0.148239,0.10601,0.251694,-0.114059,-0.154076,-0.164757,-0.174408,-0.0854492,0.234489,-0.12291,0.000305176
815,2,0.109403,-0.0498884,-0.145003,31.2197,-15.264,-486.915,202.9,-304.365,-0.0795827,0.865475,-0.0509981,1.30134,469.274,78.2428,217.173,198.84,300.407,0.0558755,0.416956,0.0603256,2.77424,393.555,242.811,2037.34,-199.669,-305.422,-0.130892,0.00732422,-0.00701904,0.0213623,-0.00823975,-0.0192261,0.0158691,0.00991821,-0.00640869,-0.0218201,0.0608826,-0.0839233,-0.137787,-0.0524902,-0.0704956,-0.0393677,0.020752,2.63977,2.63519,-0.00579834,-0.0476074,0.10025,0.0331116,0.0334167,0.0115967,0.0563049,-0.22049,0.00640869,0.0300598,3.29651,3.29376,59.4736,23.6469,-823.266,-151756,-105477,-9579.24,79.5259,-874.045,-0.0982868,0.00484467,-0.101776,-0.0287247,0.0291824,0.0901031,0.242424,-0.166206,0.0914001,0.228844,0.0991058,0.142021,0.195999,-0.173378,0.280838,-0.0446701,0.288391,-0.0339508,0.0457382,0.0272369,-0.0156784,-0.128059,-0.103645,0.118561,0.119057,0.227394,-0.136909,-0.133934,-0.151176,-0.16304,-0.0359344,0.241776,-0.102196,-0.00823975
815,3,0.0183617,0.126932,0.917141,-11.5483,-262.624,-524.058,202.9,-304.365,-0.0795827,1.03968,0.127668,2.36181,73.0238,146.214,161.143,198.84,300.407,0.0558755,-0.467536,0.145995,1.00002,614.995,348.323,1907.34,-199.669,-305.422,-0.130892,-0.00564575,-0.0012207,0.0132751,0.0170898,0.0265503,0.0105286,-0.00366211,-0.00137329,-0.00854492,0.08255,-0.0418091,-0.131836,-0.0386047,-0.098877,-0.0306702,0.0270081,2.65686,2.67502,0.000915527,-0.0213623,0.0727844,0.0062561,0.0233459,-0.0332642,0.00137329,-0.236053,-0.0285339,0.0241089,3.27103,3.27667,60.0087,24.1763,-825.413,-151666,-105584,-9579.16,79.7295,-874.634,-0.0974878,-0.00480652,-0.124245,-0.00812531,0.00225067,0.102577,0.231972,-0.177422,0.091629,0.245361,0.113716,0.16037,0.200386,-0.195389,0.278435,-0.0482941,0.302963,-0.0688171,0.0549316,0.0418472,0.00953674,-0.106659,-0.121384,0.147781,0.0673294,0.232086,-0.133781,-0.179176,-0.176125,-0.171013,-0.047493,0.206184,-0.098877,0.0115967
815,4,-0.332049,-0.317278,-0.145526,-11.8263,-192.047,-579.896,202.9,-304.365,-0.0795827,0.77824,0.0368594,-0.466075,338.396,-132.713,254.306,198.84,300.407,0.0558755,0.240264,0.67799,-0.418662,437.63,347.919,2018.74,-199.669,-305.422,-0.130892,0.0050354,0.0190735,0.0265503,0.0305176,-0.00610352,0.010376,0.0416565,0.000915527,-0.0128174,0.0386047,-0.0424194,-0.118561,-0.0602722,-0.0941467,-0.0738525,0.0335693,2.64526,2.67334,0.0306702,0.00686646,0.0177002,0.000305176,-0.000457764,-0.0141907,-0.0146484,-0.190125,0.00762939,0.0151062,3.24158,3.2103,59.9181,24.9748,-826.13,-151711,-105727,-9654.27,79.6678,-874.738,-0.0972323,0.013504,-0.107956,-0.00144958,0.0157547,0.132256,0.256081,-0.179138,0.067749,0.20546,0.120125,0.14801,0.178871,-0.1968,0.249863,-0.0333786,0.274849,-0.0170135,0.0585938,0.0368881,0.0110626,-0.113907,-0.103455,0.163422,0.0931549,0.262489,-0.117874,-0.178223,-0.15873,-0.193558,-0.059967,0.255623,-0.101509,0.012207
815,5,-0.329569,-0.494551,-1.2078,-55.6216,-227.611,-654.346,14.6777,-257.499,-0.381978,0.510255,0.568403,1.65443,-13.8763,-64.5046,216.89,198.84,300.407,0.0558755,0.68296,0.325755,1.00065,437.913,242.902,1981.61,-199.669,-305.422,-0.130892,0.0114441,-0.0123596,0.00701904,0.0737,-0.0343323,0.0270081,0.00198364,0.0210571,-0.010376,0.0532532,-0.0505066,-0.116119,-0.0352478,-0.0837708,-0.050354,0.03479,2.60925,2.62405,0.0328064,0.0134277,-0.0135803,0.00961304,-0.00350952,0.00442505,0.0636292,-0.180206,0.0140381,-0.00183105,3.08807,3.11295,60.009,24.8878,-825.057,-151621,-105727,-9692.08,79.5014,-874.609,-0.0972662,0.00190735,-0.126266,-0.00816345,-0.015564,0.100784,0.23922,-0.169296,0.0465012,0.2071,0.0999069,0.166054,0.181122,-0.195084,0.286942,-0.0450897,0.331497,-0.0211334,0.0367355,0.030899,0.0188065,-0.132675,-0.133591,0.130882,0.0880432,0.227051,-0.124741,-0.128136,-0.137253,-0.166283,-0.0615311,0.231934,-0.118637,0.00579834
815,6,-0.422113,-0.229007,0.56254,-188.171,-192.948,-580.157,202.9,-304.365,-0.0795827,0.601693,0.124749,-0.112744,74.6512,-169.164,235.557,198.84,300.407,0.0558755,-0.201078,0.0578568,-0.0639909,304.895,242.596,2055.87,-199.669,-305.422,-0.130892,0.00473022,0.00534058,-0.00656128,0.0286865,-0.062561,-0.00167847,0.0247192,-0.0062561,-0.014801,0.0650024,-0.0679016,-0.117188,-0.0354004,-0.0849915,-0.0350952,0.0202942,2.6503,2.63657,0.00762939,0.0270081,-0.00137329,0.0222778,-0.00350952,-0.0160217,0.075531,-0.218201,0.0143433,0.0361633,2.99881,3.00812,59.9196,25.8658,-824.701,-151711,-105798,-9767.27,79.3594,-874.419,-0.097434,0.0063324,-0.13607,-0.0138092,-0.0233841,0.104942,0.21862,-0.190392,0.0643158,0.196571,0.103378,0.149307,0.190582,-0.198975,0.282249,-0.0360489,0.34729,-0.0483704,0.0838852,0.0474167,-0.00392914,-0.125847,-0.155945,0.140381,0.0920868,0.256424,-0.13031,-0.139847,-0.157738,-0.200043,-0.0770569,0.227127,-0.112801,0.0180054
815,7,0.0215972,-0.403494,0.563284,-144.987,-16.2111,-580.18,202.9,-304.365,-0.0795827,0.514036,-0.230099,2.36155,-12.3377,-344.874,142.618,198.84,300.407,0.0558755,0.417587,0.148311,1.35528,659.438,278.461,2000.31,-199.669,-305.422,-0.130892,0.0102234,0.00640869,-0.00946045,0.0369263,-0.0598145,0.0125122,0.010376,-0.00259399,-0.00869751,0.0588989,-0.0546265,-0.119476,-0.0582886,-0.0715637,-0.063324,0.0267029,2.6445,2.64343,0.0221252,0.0462341,-0.0262451,-0.0202942,0.00198364,0.0119019,0.0299072,-0.224304,0.00106812,-0.0167847,2.89429,2.92236,59.6486,26.0403,-826.489,-151711,-105869,-9767.15,79.5508,-874.817,-0.0969563,-0.00766754,-0.153427,-0.0282288,0.00694275,0.09655,0.233269,-0.167923,0.0304031,0.202942,0.101128,0.163422,0.193291,-0.189362,0.253487,-0.036087,0.329437,-0.0284958,0.0555801,0.0476074,-0.0037384,-0.098381,-0.0882339,0.143089,0.108871,0.255814,-0.122414,-0.153236,-0.167198,-0.198593,-0.0766373,0.204086,-0.0954056,0.00518799
815,8,-0.3331,-0.31693,0.562715,-101.344,54.6463,-524.347,202.9,-304.365,-0.0795827,0.333708,0.656293,2.00776,74.2909,-99.0809,216.956,198.84,300.407,0.0558755,-0.11236,0.411296,-1.83772,614.993,313.371,2056.03,-29.4948,-640.781,0.080912,0.0177002,0.0163269,-0.00564575,0.0608826,-0.0570679,0.00442505,-0.00411987,-0.0120544,-0.0289917,0.0663757,-0.0384521,-0.126801,-0.0109863,-0.0750732,-0.0419617,0.0267029,2.63733,2.66739,0.00640869,0.0666809,-0.052948,0.00854492,0.0361633,0.00808716,0.0398254,-0.252686,0.00854492,0.0366211,2.80243,2.84042,59.8282,26.663,-826.132,-151756,-105798,-9861.49,79.5815,-874.683,-0.0972282,-0.000610352,-0.15789,-0.0286484,-0.0122452,0.094223,0.208855,-0.166168,0.0426102,0.220451,0.0857925,0.165062,0.21698,-0.18734,0.290718,-0.051384,0.350342,-0.0397873,0.0496674,0.00602722,0.00148773,-0.11673,-0.118484,0.155678,0.0812531,0.233116,-0.13752,-0.171432,-0.158234,-0.174026,0.0110626,0.185814,-0.0880814,0.00305176
815,9,0.108952,0.0384869,-0.145047,119.863,-85.4546,-561.152,202.9,-304.365,-0.0795827,0.952686,0.126868,0.947886,206.015,-63.3138,309.957,198.84,300.407,0.0558755,0.0649479,0.0582845,-0.773297,171.899,242.278,2092.96,-199.669,-305.422,-0.130892,0.0392151,-0.00823975,0.0112915,0.0419617,-0.0125122,-0.0106812,0.0152588,-0.018158,-0.0288391,0.0567627,-0.0195312,-0.133972,-0.0370789,-0.0846863,-0.0793457,-0.00152588,2.64984,2.67715,0.0193787,0.0318909,-0.0253296,0.0175476,-0.0157166,-0.00549316,-0.0180054,-0.237274,-0.0117493,0.010376,2.70844,2.7037,59.9164,27.2831,-827.206,-151847,-105870,-9861.25,79.6615,-874.812,-0.0970943,0.00587463,-0.150795,-0.0172424,-0.0305176,0.107803,0.229568,-0.168152,0.0292206,0.223045,0.107536,0.148392,0.209923,-0.205116,0.253944,-0.0628281,0.35099,-0.00968933,0.0351715,0.0169373,-0.0116348,-0.150375,-0.15377,0.124893,0.097847,0.227013,-0.110626,-0.159378,-0.147095,-0.185432,-0.0268555,0.169106,-0.117912,0.0146484
816,0,0.0202422,-0.138368,0.563152,-12.0196,-191.983,-449.69,202.9,-304.365,-0.0795827,0.950568,0.481915,1.30127,206.4,-133.406,291.389,198.84,300.407,0.0558755,0.240512,0.236205,1.00041,393.687,207.785,1963.01,-199.669,-305.422,-0.130892,0.0152588,0.00366211,0.0224304,0.0630188,-0.0498962,0.00152588,0.0315857,-0.0117493,-0.00656128,0.0563049,-0.0642395,-0.101013,-0.0318909,-0.09552,-0.043335,0.025177,2.6387,2.6767,0.032959,0.0248718,-0.0312805,0.00396729,-0.00198364,-0.0131226,-0.0375366,-0.212402,-0.00152588,-0.0238037,-3.181,-3.16925,60.1836,27.2806,-828.637,-151756,-105905,-9804.74,79.8394,-875.238,-0.0965518,0.0156403,-0.147209,-0.0135422,-0.0324631,0.116272,0.223999,-0.174599,0.0478745,0.202446,0.101814,0.188141,0.168114,-0.156937,0.255585,-0.0453186,0.336494,-0.025444,0.058136,0.0125122,-0.0203705,-0.120888,-0.144157,0.13607,0.0889206,0.223732,-0.116501,-0.149231,-0.150566,-0.180054,-0.0465012,0.180779,-0.0895691,0.000305176
816,1,-0.15831,0.0376513,0.916923,76.7896,-262.228,-635.532,202.9,-304.365,-0.0795827,0.689615,0.125216,-0.112687,73.9671,-29.0106,142.6,198.84,300.407,0.0558755,0.240526,0.0595373,1.70994,615.734,33.3331,1981.78,-199.669,-305.422,-0.130892,0.0186157,-0.0126648,-0.0120544,0.0265503,-0.100098,0.0254822,0.0241089,0.0254822,-0.0151062,0.062561,-0.0695801,-0.12619,-0.0563049,-0.0854492,-0.0598145,0.0212097,2.65717,2.6506,0.00595093,0.0183105,-0.00244141,-0.00656128,0.00167847,-0.0238037,-0.0669861,-0.171814,0.00595093,-0.0318909,-3.1926,-3.18695,60.0956,27.372,-827.207,-151847,-105941,-9898.84,79.5754,-874.812,-0.0969941,0.00656128,-0.162888,-0.0180054,-0.00606537,0.127144,0.233192,-0.180588,0.0423431,0.200806,0.0770187,0.156097,0.175323,-0.189018,0.260925,-0.0608444,0.328445,-0.0363541,0.0645828,0.0241852,-0.00591278,-0.116348,-0.112114,0.141182,0.0905609,0.234489,-0.129814,-0.166359,-0.131683,-0.17498,-0.0271988,0.19104,-0.107155,0.0088501
816,2,-0.158909,-0.0503757,1.62521,-56.2733,-121.667,-579.996,202.9,-304.365,-0.0795827,0.511198,0.390921,1.65447,338.582,-167.757,254.315,198.84,300.407,0.0558755,0.773004,0.0601605,-0.41814,260.374,312.502,2092.99,-199.669,-305.422,-0.130892,0.0218201,0.000610352,0.0143433,0.0444031,-0.0973511,-0.00335693,0.0201416,0.000305176,-0.014801,0.0874329,-0.0509644,-0.135803,-0.0318909,-0.0785828,-0.0311279,-0.0247192,2.63611,2.63031,-0.00427246,0.0128174,-0.00305176,0.037384,-0.000915527,0.00671387,-0.10788,-0.113068,-0.00152588,0.0236511,-3.17871,-3.17459,59.7358,27.8143,-828.28,-151711,-106048,-9955.37,79.6123,-875.214,-0.0963305,0.00282288,-0.146255,-0.021553,-0.0172043,0.0642395,0.179596,-0.167732,0.0271606,0.226021,0.112457,0.169106,0.19989,-0.212135,0.286026,-0.0474548,0.366821,-0.0485611,0.0661087,0.0294495,0.0230408,-0.123291,-0.141983,0.148468,0.0950241,0.223351,-0.108948,-0.155144,-0.153389,-0.186501,-0.0306702,0.191917,-0.110283,-0.000305176
816,3,0.375088,-0.0485304,-0.144609,-145.666,89.7416,-487.229,202.9,-304.365,-0.0795827,0.953852,0.0378771,-0.112493,-12.5118,-309.834,124.025,198.84,300.407,0.0558755,-0.0257336,0.324227,1.70969,703.415,418.578,2000.29,-199.669,-305.422,-0.130892,0.00488281,0.0386047,-0.000610352,0.0379944,-0.000152588,0.0325012,0.0105286,-0.00732422,0.00656128,0.091095,-0.0418091,-0.0938416,-0.0497437,-0.0791931,-0.0544739,-0.0241089,2.63321,2.6268,0.00366211,0.00183105,-0.0131226,0.0111389,-0.00961304,0.0123596,-0.187988,-0.0856018,0.0137329,-0.00396729,-3.16116,-3.17215,59.7378,28.4394,-826.493,-151530,-106012,-9993.35,79.3784,-875.036,-0.0963709,0.0232697,-0.154991,-0.0341034,-0.00377655,0.0922394,0.178833,-0.161057,0.0324631,0.230904,0.12413,0.190964,0.194511,-0.184937,0.302544,-0.0276184,0.341225,-0.0167847,0.0589752,0.0277328,-0.0166702,-0.13649,-0.167885,0.134201,0.0814056,0.227852,-0.134315,-0.140648,-0.136909,-0.172462,-0.0106049,0.208588,-0.0992584,-0.00671387
816,4,0.0212934,-0.138716,-0.14509,-189.211,-16.3908,-487.241,202.9,-304.365,-0.0795827,0.337009,0.0351059,2.00791,339.003,-237.863,179.993,198.84,300.407,0.0558755,0.507169,0.324618,-1.12785,171.932,242.26,2037.21,14.4999,-458.92,0.0477561,0.00686646,0.017395,0.0201416,0.0720215,0.149536,0.0120544,0.0219727,0.0338745,-0.0149536,0.0900269,-0.0741577,-0.123444,-0.0654602,-0.0819397,-0.0566101,-0.0154114,2.6799,2.65686,-0.00244141,0.00579834,-0.0205994,0.0216675,-0.000457764,-0.00732422,-0.241241,-0.0721741,-0.0141907,0.010376,-3.19748,-3.17993,60.0049,28.7924,-827.924,-151530,-106012,-10031.1,79.6,-875.353,-0.0960713,-0.0218201,-0.1231,-0.0384903,0.0037384,0.0762939,0.201759,-0.173416,0.00526428,0.230598,0.107727,0.190544,0.185547,-0.200157,0.265121,-0.0385284,0.356636,-0.0143051,0.0472641,0.0206375,-0.014801,-0.123253,-0.136452,0.164223,0.0993729,0.247879,-0.116081,-0.156784,-0.190544,-0.188713,-0.0165939,0.180397,-0.118561,-0.00854492
816,5,-0.245746,0.125051,-0.145616,31.621,-50.6395,-635.703,202.9,-304.365,-0.0795827,0.59888,0.480046,1.30104,-234.61,74.5154,272.467,198.84,300.407,0.0558755,0.772791,0.0602766,-0.0634078,393.653,207.803,2018.76,-199.669,-305.422,-0.130892,0.00534058,0.0312805,0.0395203,0.0456238,0.114594,0.0238037,0.00198364,0.0146484,-0.0402832,0.0871277,-0.0527954,-0.124054,-0.0457764,-0.0694275,-0.0666809,-0.0274658,2.66327,2.65747,-0.00717163,-0.00137329,0.00106812,-0.00793457,-0.018158,-0.00671387,-0.0566101,-0.0340271,0.00473022,-0.00701904,-3.13385,-3.18283,59.7348,28.7905,-828.997,-151621,-106048,-9936.62,79.7228,-875.481,-0.0959892,-0.00835419,-0.134201,-0.012207,-0.00450134,0.076828,0.186844,-0.183105,0.0218582,0.224533,0.115128,0.208511,0.193558,-0.195007,0.277023,-0.0347137,0.354347,-0.0461197,0.018158,0.0500107,0.00202179,-0.12989,-0.16655,0.146179,0.113029,0.217056,-0.134544,-0.191345,-0.161438,-0.196838,-0.0275803,0.201187,-0.0648117,-0.00305176
816,6,-0.156955,-0.227475,0.917055,-100.151,-157.204,-598.645,202.9,-304.365,-0.0795827,1.21575,0.217094,1.3015,74.4406,-134.112,272.718,198.84,300.407,0.0558755,-0.114055,0.323891,1.3549,349.589,102.688,2018.77,-199.669,-305.422,-0.130892,0.00915527,0.0120544,0.04776,0.0201416,0.0775146,0.00457764,-0.00228882,0.0166321,-0.00167847,0.0733948,-0.0387573,-0.127411,-0.0579834,-0.0714111,-0.0602722,-0.0361633,2.64435,2.66129,0.000762939,0.00350952,-0.00671387,-0.0369263,0.00259399,0.00778198,0.0570679,-0.0857544,0.0271606,0.0062561,-3.04825,-3.06702,60.0031,29.5007,-829.356,-151440,-106083,-9917.92,79.735,-875.778,-0.095481,-0.000343323,-0.142021,-0.0250626,0.00179291,0.0583267,0.170631,-0.15728,0.00968933,0.217438,0.11795,0.190697,0.184708,-0.201836,0.253983,-0.0608444,0.394211,-0.0297546,0.0429916,0.0482559,-0.020256,-0.130234,-0.137863,0.155106,0.117264,0.256119,-0.114021,-0.147934,-0.142136,-0.189743,-0.0559616,0.190277,-0.0756836,-0.00610352
816,7,0.286075,0.0393923,-0.144784,-100.803,-51.2606,-524.295,202.9,-304.365,-0.0795827,0.775427,0.392156,0.947707,161.725,6.51408,198.404,198.84,300.407,0.0558755,-0.11319,0.146759,0.645497,659.481,243.484,2074.67,-199.669,-305.422,-0.130892,-0.00289917,0.014801,0.0369263,-0.00823975,0.068512,0.0198364,0.00717163,0.00717163,0.00228882,0.0894165,-0.0370789,-0.127411,-0.0675964,-0.0863647,-0.0375366,-0.0186157,2.65381,2.64145,0.0106812,0.00717163,-0.00274658,-0.0434875,0.0263977,0.0590515,0.162048,-0.143585,0.0134277,0.0236511,-2.97424,-2.99713,60.0056,29.4156,-827.21,-151440,-106083,-10012.2,79.4032,-875.304,-0.0959285,-0.0025177,-0.142937,-0.015831,0.0219345,0.0787735,0.176811,-0.191002,0.0225449,0.235405,0.121078,0.198097,0.177689,-0.194702,0.284348,-0.0516891,0.363541,-0.019722,0.0342178,0.0309372,-0.0346756,-0.1437,-0.147095,0.131264,0.119438,0.239944,-0.124283,-0.160599,-0.174294,-0.169487,-0.0378036,0.216675,-0.079689,-0.00640869
816,8,0.110233,-0.31484,0.209251,-144.723,-51.5409,-635.964,202.9,-304.365,-0.0795827,0.863812,0.392457,0.240831,250.65,-168.242,179.918,198.84,300.407,0.0558755,0.152404,0.235753,0.290894,482.575,103.012,2000.27,-199.669,-305.422,-0.130892,0.0256348,0.0297546,0.025177,-0.0488281,0.0115967,0.0236511,0.00961304,0.0138855,-0.00823975,0.0782776,-0.0157166,-0.114594,-0.055542,-0.0848389,-0.0550842,-0.0126648,2.61536,2.65472,0.00534058,-0.0105286,0.0144958,-0.0540161,0.0500488,0.0968933,0.212555,-0.172119,0.0245667,0.0230408,-2.91931,-2.94525,60.0943,29.681,-827.926,-151078,-106261,-10031.1,79.299,-875.899,-0.0947604,-0.0111008,-0.166588,-0.0271606,0.00492096,0.0720215,0.195351,-0.169067,0.000419617,0.237808,0.130882,0.181122,0.194397,-0.185127,0.275459,-0.0305939,0.357437,-0.0396347,0.0241089,0.0328064,-0.0516129,-0.1231,-0.127602,0.147514,0.133514,0.24334,-0.109673,-0.171814,-0.168304,-0.1828,-0.0294876,0.209274,-0.0905609,0.00854492
816,9,0.287955,-0.225908,-0.498774,-277.814,89.029,-561.828,202.9,-304.365,-0.0795827,1.03803,0.393974,2.71521,-13.3663,-169.619,291.254,198.84,300.407,0.0558755,0.240066,0.501438,0.645593,526.518,243.147,2056,-199.669,-305.422,-0.130892,0.00427246,0.0476074,0.0418091,-0.0657654,0.025177,0.0234985,0.00991821,-0.0263977,0.00335693,0.119476,-0.0485229,-0.168915,-0.0891113,-0.0314331,-0.0332642,-0.0306702,2.62878,2.62161,0.0112915,0.00183105,0.037384,-0.0349426,0.022583,0.128021,0.190582,-0.186157,0.0111389,0.0404358,-2.85965,-2.8389,59.9117,30.209,-830.787,-151259,-106297,-10049.7,79.6981,-876.31,-0.0945018,0.00743866,-0.163269,0.0165558,0.0220108,0.0749588,0.150833,-0.175743,0.00389099,0.217018,0.121727,0.217438,0.196724,-0.170097,0.249557,-0.0315475,0.33577,-0.0328445,0.0447464,0.0218964,-0.0550842,-0.107231,-0.123062,0.180054,0.131378,0.235672,-0.129967,-0.136223,-0.163002,-0.175095,-0.020752,0.188446,-0.0631332,-0.00579834
817,0,-0.15583,-0.139622,-0.145352,31.9138,-156.464,-468.243,202.9,-304.365,-0.0795827,1.30484,0.0399959,0.948137,426.551,-167.285,272.957,198.84,300.407,0.0558755,0.240059,0.589772,0.290831,349.362,207.674,1962.98,-199.669,-305.422,-0.130892,-0.00473022,0.0344849,0.0265503,-0.0782776,0.0271606,0.00305176,0.00366211,0.0062561,-0.0184631,0.119781,-0.0280762,-0.132446,-0.0813293,-0.0714111,-0.0621033,-0.0234985,2.63718,2.66525,0.00549316,-0.0167847,0.0497437,-0.0646973,-0.00701904,0.137482,0.0854492,-0.236816,0.00564575,0.0233459,3.25134,3.30017,60.1805,30.0314,-830.787,-150988,-106226,-10050.2,79.7838,-876.636,-0.0940274,-0.0187683,-0.135307,0.00389099,0.00480652,0.0828171,0.160332,-0.191078,-0.0120544,0.224113,0.152969,0.217819,0.190735,-0.212326,0.262833,-0.0214767,0.352783,-0.0156784,0.0415039,0.000457764,-0.0421143,-0.15873,-0.154762,0.160637,0.127106,0.254631,-0.136337,-0.141678,-0.149345,-0.192909,-0.0498962,0.210991,-0.0906754,0.00518799
817,1,-0.243414,-0.228624,-0.499561,209.035,-296.79,-505.113,202.9,-304.365,-0.0795827,0.688217,0.21429,1.30116,206.732,-168.502,68.3811,198.84,300.407,0.0558755,-0.200426,-0.119159,-0.418665,393.37,312.82,2055.9,-199.669,-305.422,-0.130892,0.00167847,0.0205994,0.0689697,-0.0909424,0.0289917,0.0317383,0.00671387,0.0209045,-0.0253296,0.087738,-0.00442505,-0.148468,-0.102386,-0.0579834,-0.0471497,-0.0343323,2.64496,2.63947,0.01297,0.0222778,0.0144958,-0.0219727,-0.0050354,0.0704956,0.0810242,-0.163879,0.000305176,0.00747681,3.27209,3.28293,60.0004,30.5632,-831.503,-150807,-106297,-10069.1,79.8082,-877.01,-0.093398,0.016098,-0.146713,0.0122833,-0.0101852,0.0720978,0.173874,-0.166016,-0.0228119,0.214386,0.130348,0.199165,0.189972,-0.18158,0.27565,-0.060463,0.338783,-0.0127792,0.00293732,0.0327682,-0.0246429,-0.130272,-0.1334,0.15831,0.106964,0.231133,-0.100479,-0.138283,-0.144958,-0.172729,-0.0063324,0.199089,-0.0690079,-0.00732422
