,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP1 - Raw,,,,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
488,1,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00518799,-0.00518799,-0.000610352,-0.00335693,-0.0146484,-0.012207,3.41663,-2.3442,6.46285,857.739,-1602.93,1457.42,-199.669,-305.422,-0.130892,0.0117493,-0.00106812,0.00610352,0.0227356,-0.0170898,0.0276184,0.0180054,0.00640869,-0.0233459,0.0622559,-0.0640869,-0.0648499,0.0271606,0.0361633,-0.063324,-0.0204468,2.68387,2.67761,0.0140381,0.068512,0.0227356,0.0267029,0.0579834,0.100555,0.025177,0.0219727,0.0128174,0.0112915,0.00564575,0.010376,-47.1601,32.5918,-863.855,-48608.9,-90716.6,-933.932,102.631,-1002.12,0.100188,-0.00804901,-0.103073,-0.0416946,0.0864792,0.0747681,0.0705338,-0.0406265,0.0217056,-0.136261,-0.222244,-0.131454,0.18734,-0.170593,0.210419,0.0107574,0.160484,0.00534058,0.00709534,0.0753784,0.0307465,0.0127029,0.171967,0.0338745,-0.195122,0.0423431,-0.134964,-0.117798,0.123405,0.0675964,0.096283,-0.114746,-0.0807953,0.0161743
488,2,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.92399,-1.96016,5.531,719.622,-1902.78,791.551,198.84,300.407,0.0558755,-0.00549316,-0.00549316,-0.00274658,-0.00366211,-0.0149536,-0.0119019,2.97443,-2.87554,7.88169,1122.67,-1182.26,1420.27,-199.669,-305.422,-0.130892,0.0128174,0.0144958,-0.0102234,-0.0140381,-0.0309753,0.0332642,0.00640869,0.0363159,-0.0569153,0.0582886,-0.0509644,-0.0752258,0.00320435,0.0209045,-0.0506592,-0.01297,2.65656,2.67365,0.014801,0.00183105,0.00915527,0.00564575,0.075531,0.188751,-0.0215149,-0.00411987,-0.00137329,0.0212097,0.0160217,0.0146484,-47.1598,33.2144,-863.498,-47931,-91072.7,-971.803,102.175,-1002.88,0.102059,-0.00972748,-0.132942,-0.0242615,0.109825,0.0323486,0.0566101,-0.0131226,0.00476837,-0.116272,-0.205841,-0.175934,0.159569,-0.143547,0.200806,0.0228119,0.183411,0.00286102,0.0319672,0.089798,-0.00267029,0.0258255,0.206909,0.0291824,-0.184326,0.0836563,-0.148888,-0.100784,0.0839996,0.0554657,0.176544,-0.0995255,-0.131378,0.00549316
488,3,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.48438,-1.96249,5.53072,542.591,-1693.47,717.047,198.84,300.407,0.0558755,-0.00396729,-0.00549316,-0.00274658,-0.00244141,-0.0131226,-0.0106812,3.6829,-2.78556,7.17262,990.332,-1462.57,1513.21,-199.669,-305.422,-0.130892,-0.00686646,0.00396729,0.00610352,-0.00350952,-0.0445557,-0.0170898,-0.000457764,0.0987244,-0.0587463,0.0227356,-0.0674438,-0.0753784,0.0224304,0.022583,-0.0794983,-0.0253296,2.66327,2.68829,0.00183105,0.075531,-0.00106812,0.00411987,0.085144,0.165253,-0.00961304,0.0364685,0.0276184,0.0100708,-0.0201416,-0.000152588,-46.9824,33.9228,-864.93,-48111.8,-91393.4,-1046.44,101.979,-1002.77,0.102081,-0.0365829,-0.109215,-0.0256348,0.0751495,0.0212479,0.104904,-0.030365,0.000495911,-0.116463,-0.223694,-0.123329,0.171928,-0.182381,0.170403,0.0537109,0.152512,0.0547028,0.00740051,0.0587463,0.0359344,0.0056076,0.1437,0.0424194,-0.184135,0.0703049,-0.14637,-0.129738,0.0704956,0.0880814,0.113449,-0.119972,-0.115089,0.0177002
488,4,3.03191,-2.41366,3.17862,866.04,99.7262,527.08,202.9,-304.365,-0.0795827,1.74955,-2.13874,4.824,718.355,-1657.49,735.738,198.84,300.407,0.0558755,-0.00488281,-0.00610352,-0.00213623,-0.00366211,-0.0128174,-0.0109863,2.88566,-2.61064,7.17208,1034.41,-1357.46,1494.61,-199.669,-305.422,-0.130892,0.0144958,0.00701904,-0.0012207,-0.00747681,-0.0621033,-0.014801,0.00442505,0.00747681,-0.0566101,0.0500488,-0.0570679,-0.0888062,0.00289917,0.039978,-0.0654602,-0.03479,2.64557,2.65289,-0.00930786,0.151825,0.0105286,-0.010376,0.0773621,0.160217,0.0114441,-0.00717163,0.000305176,0.0314331,0.0244141,-0.00595093,-47.6102,34.7217,-865.288,-48202.3,-91357.9,-1140.67,102.064,-1002.68,0.101839,0.0133514,-0.108147,-0.067215,0.085144,0.0196075,0.0408554,-0.0278473,0.0525284,-0.122299,-0.194283,-0.151405,0.131226,-0.151215,0.193672,-0.000228882,0.153885,0.0284958,0.0557327,0.0922012,0.0218582,0.0138092,0.166168,0.0455475,-0.217094,0.0324249,-0.107002,-0.0995255,0.0844574,0.0410843,0.092926,-0.0963974,-0.133591,-0.00518799
488,5,3.02499,-1.26443,3.88629,1263.6,-4.23498,360.314,202.9,-304.365,-0.0795827,1.57324,-2.05093,4.82386,763.264,-1832.47,754.393,198.84,300.407,0.0558755,-0.00427246,-0.00579834,-0.00213623,-0.00396729,-0.0143433,-0.0112915,3.59157,-2.3426,10.0103,812.881,-1393.02,1475.91,-199.669,-305.422,-0.130892,-0.0196838,-0.00610352,-0.0143433,0.00579834,-0.0234985,-0.00701904,0.0108337,0.00152588,-0.0489807,0.0617981,-0.0712585,-0.0843811,-0.0123596,0.0135803,-0.0588989,-0.0305176,2.67136,2.65961,0.00991821,0.105286,-0.0120544,0.0193787,0.0990295,0.0907898,0.0596619,0.0100708,0.00839233,0.0398254,-0.0146484,-0.000152588,-47.2548,35.0728,-867.792,-47840.9,-91322.4,-1235.42,102.41,-1003.26,0.102453,-0.00953674,-0.114365,-0.0265884,0.0784683,-0.0416183,0.0796509,-0.0353241,0.0287247,-0.113754,-0.198593,-0.162354,0.166397,-0.176086,0.142479,-0.00396729,0.158157,0.0255585,0.0348282,0.110321,0.0605392,0.0375748,0.126495,0.0144958,-0.167847,0.0458145,-0.121155,-0.104599,0.135422,0.0844574,0.134773,-0.159492,-0.125923,-0.00335693
488,6,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00488281,-0.00549316,-0.000915527,-0.00366211,-0.0146484,-0.0112915,3.85781,-2.34229,8.94624,857.652,-1567.92,1457.41,-199.669,-305.422,-0.130892,-0.0215149,0.0244141,0.0106812,0.01297,0.00350952,0.0112915,0.0341797,-0.0424194,-0.0543213,0.0447083,-0.0605774,-0.0642395,0.00900269,0.0247192,-0.0482178,-0.0314331,2.67899,2.64969,-0.0111389,0.154114,0.0230408,-0.00473022,0.0701904,0.0785828,0.255737,0.00320435,0.0167847,-0.00457764,0.00564575,0.00457764,-47.345,36.3162,-868.152,-47795.8,-91607.5,-1366.95,102.125,-1003.34,0.102916,0.0495148,-0.110092,-0.0216293,0.0915909,0.0218964,0.0252914,-0.0804138,0.0257492,-0.12928,-0.187187,-0.156479,0.157776,-0.142365,0.1968,0.00476837,0.108337,0.0391388,0.0537491,0.140877,0.00865936,0.00190735,0.182114,0.0298309,-0.241127,0.0312042,-0.122414,-0.0821304,0.115547,0.0564575,0.146027,-0.108032,-0.129356,-0.00793457
488,7,2.67413,-2.23785,4.94861,1087.66,-110.998,453.11,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00610352,-0.00549316,-0.000305176,-0.00305176,-0.0134277,-0.0125122,3.23916,-2.60941,8.23649,902.509,-1777.83,1438.92,-199.669,-305.422,-0.130892,0.0215149,0.01297,0.015564,0.0222778,0.072937,0.0198364,0.00427246,-0.0204468,-0.0205994,0.0593567,-0.0561523,-0.0682068,0.0210571,0.0506592,-0.0436401,-0.0335693,2.64847,2.65152,0.025177,0.185394,-0.0088501,0.0216675,0.0886536,0.0898743,0.175476,0.00640869,0.0415039,0.0152588,-0.0186157,0.00366211,-47.3468,37.0245,-869.583,-47750.7,-91536.5,-1480.26,102.38,-1003.48,0.102869,-0.0111771,-0.133514,0.0183105,0.0937271,0.0154495,0.0718689,-0.0297928,-7.62939e-05,-0.15377,-0.211411,-0.147629,0.210953,-0.152016,0.193748,-0.000343323,0.14492,0.0383377,0.0289917,0.0748444,0.0301361,0.0474167,0.166512,0.0314713,-0.196266,0.065918,-0.155029,-0.124359,0.080986,0.0748825,0.160484,-0.117607,-0.1334,0.00183105
488,8,2.57941,-1.44222,6.36457,1440.63,-179.772,509.47,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00427246,-0.00579834,-0.000915527,-0.00274658,-0.0146484,-0.0137329,3.41797,-3.22824,7.88207,946.051,-1462.7,1438.84,-199.669,-305.422,-0.130892,0.022583,0.00137329,0.0158691,-0.000457764,0.027771,0.0315857,0.0265503,0.0132751,-0.0492859,0.0444031,-0.0434875,-0.0737,0.018158,0.0369263,-0.0558472,0.0256348,2.67883,2.66708,0.00198364,0.0532532,0.0279236,0.020752,0.085144,0.0454712,0.0221252,0.0444031,0.0221252,0.0105286,0.0100708,0.0332642,-47.6162,37.8235,-869.942,-47434.5,-91857.1,-1574.33,102.055,-1003.87,0.103927,-0.0342178,-0.0904083,-0.0272751,0.0429535,0.069046,0.0612259,-0.0365448,0.026207,-0.125885,-0.223923,-0.167999,0.154724,-0.180016,0.235252,0.0495911,0.163498,0.0246429,0.0398254,0.0783539,0.0286102,0.00652313,0.19783,0.0817871,-0.22438,0.0230408,-0.121727,-0.0835037,0.048027,0.0613403,0.105934,-0.101089,-0.0892639,0.00244141
488,9,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.74908,-2.05,4.82398,674.874,-1762.84,810.073,198.84,300.407,0.0558755,-0.00488281,-0.00579834,-0.00213623,-0.00335693,-0.0137329,-0.012207,3.77164,-2.69712,6.46318,856.978,-1287.92,1420.14,-199.669,-305.422,-0.130892,0.06073,0.0201416,-0.00610352,0.00579834,0.0111389,0.00961304,0.0170898,0.0012207,-0.0408936,0.0753784,-0.0369263,-0.0793457,-0.0062561,0.00427246,-0.0541687,-0.00488281,2.65701,2.67166,0.0265503,-0.10437,-0.00259399,-0.0231934,0.140533,0.0718689,-0.0895691,0.0363159,0.0520325,0.0367737,-0.00656128,0.0195312,-47.7101,38.3503,-873.518,-47389.2,-92070.8,-1555.15,102.243,-1004.14,0.104192,-0.00648499,-0.109367,-0.0528336,0.0607681,0.0298309,0.0666809,-0.00358582,0.0269318,-0.1157,-0.212517,-0.169601,0.124245,-0.158043,0.178032,-0.00297546,0.192337,0.0208664,0.0149918,0.0782013,0.0106049,0.0228882,0.178223,0.00740051,-0.212936,0.0953674,-0.12455,-0.116959,0.0799179,0.0666046,0.140686,-0.133591,-0.166702,-0.00183105
489,0,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.83608,-2.0492,6.2379,763.438,-1867.51,772.987,198.84,300.407,0.0558755,-0.00518799,-0.00579834,-0.00335693,-0.00396729,-0.0146484,-0.0115967,3.77278,-3.58104,8.23713,857.489,-1497.93,1438.8,-199.669,-305.422,-0.130892,0.00228882,0.0250244,0.00259399,0.0117493,-0.0167847,0.0114441,0.0160217,0.0245667,-0.0370789,0.0415039,-0.0531006,-0.0706482,0.0274658,0.0196838,-0.0805664,-0.0128174,2.69882,2.67151,-0.0114441,-0.228577,0.0149536,-0.00762939,0.110626,0.0881958,-0.0276184,0.0350952,0.00518799,0.00930786,0.019989,0.0193787,-47.8,40.0386,-873.521,-47615.3,-92071,-1686.87,102.243,-1003.88,0.103737,-0.0175858,-0.0798035,-0.0278091,0.0236511,-0.00328064,0.0965881,-0.0239944,0.0331497,-0.0852966,-0.189514,-0.134544,0.158081,-0.181694,0.152969,0.0278854,0.150681,0.0138092,0.0282288,0.0583649,0.0667953,0.0296402,0.191689,0.0391006,-0.174294,0.0470734,-0.149269,-0.0595474,0.069046,0.0687027,0.140228,-0.140724,-0.126266,-0.000915527
489,1,3.29376,-1.9699,4.24116,1441.02,-250.386,490.904,202.9,-304.365,-0.0795827,1.92116,-1.42771,5.53088,718.877,-1762.61,791.517,198.84,300.407,0.0558755,-0.00549316,-0.00366211,-0.00274658,-0.00366211,-0.0137329,-0.0119019,3.59217,-1.90128,7.17227,946.301,-1567.7,1457.46,-199.669,-305.422,-0.130892,0.0106812,0.0219727,-0.00701904,0.0100708,-0.0161743,0.0364685,0.0175476,-0.0320435,-0.0567627,0.0428772,-0.0619507,-0.0939941,0.00686646,0.0161743,-0.0538635,-0.0105286,2.65991,2.65305,0.0239563,-0.256653,-0.0358582,-0.0260925,0.119324,0.110626,-0.0524902,0.00961304,-0.0556946,0.0500488,0.0184631,0.0154114,-47.4458,40.2989,-877.098,-47208.7,-92213.7,-1819.07,102.51,-1004.57,0.104633,0.022049,-0.0650406,-0.042305,0.0497055,0.0334167,0.0688553,-0.0457764,0.0450897,-0.115013,-0.205078,-0.136375,0.152359,-0.153999,0.180016,-0.00293732,0.133705,0.0950241,0.0403595,0.0769806,0.0584412,0.0132751,0.227585,0.0140762,-0.244255,0.0731277,-0.08461,-0.111771,0.074501,0.064888,0.145531,-0.14122,-0.176315,0.00183105
489,2,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00610352,-0.00579834,-0.000610352,-0.00335693,-0.0140381,-0.0106812,3.1504,-2.52118,8.23641,857.302,-1462.87,1606.06,-199.669,-305.422,-0.130892,0.00701904,0.00549316,0.000305176,-0.00228882,0.0144958,-0.00183105,0.00610352,-0.0460815,-0.0585938,0.015564,-0.0697327,-0.067749,0.00961304,0.00976562,-0.0688171,-0.0357056,2.67303,2.68036,0.000915527,-0.192566,-0.0109863,0.0218201,0.119476,0.0328064,-0.020752,0.0259399,-0.0405884,-0.00320435,-0.0163269,0.0289917,-47.3568,41.5423,-877.457,-47434.8,-92320.7,-1931.74,102.431,-1004.33,0.104311,0.0514221,-0.0935364,-0.0132751,0.0665283,-0.0125885,0.0761032,-0.0372696,0.00247955,-0.125351,-0.162354,-0.145912,0.172577,-0.179672,0.152397,0.0279999,0.167694,0.0304031,0.021286,0.136757,0.0305939,-0.00793457,0.18631,0.0193787,-0.229187,0.0545883,-0.136642,-0.0775528,0.116882,0.0839996,0.121574,-0.143585,-0.191803,-0.00854492
489,3,0,0,0,0,0,0,202.9,-304.365,-0.0795827,2.09911,-1.69325,4.47065,807.615,-1902.32,773.024,198.84,300.407,0.0558755,-0.00610352,-0.00457764,-0.00183105,-0.00427246,-0.0149536,-0.0115967,3.59372,-2.60877,7.52724,901.825,-1497.82,1420.24,-199.669,-305.422,-0.130892,0.0427246,0.0166321,0.00747681,0.01297,0.0361633,0.000762939,0.00686646,-0.0817871,-0.0569153,0.0279236,-0.032959,-0.0765991,-0.00640869,0.0202942,-0.0646973,-0.0172424,2.66266,2.63687,0.00854492,-0.120392,-0.000305176,-0.0102234,0.103149,0.0628662,0.0759888,0.0112915,-0.00427246,0.0160217,-0.00595093,0.00137329,-47.8955,42.3406,-878.173,-47164,-92321.2,-2233.72,102.517,-1004.68,0.104832,0.0126648,-0.0654984,0.0050354,0.0730133,0.0310135,0.0655746,-0.0792694,0.028038,-0.11528,-0.187149,-0.14473,0.186577,-0.155678,0.2005,0.00858307,0.101128,0.042305,0.0408554,0.0976181,0.0254059,0.0459671,0.212936,0.0286102,-0.254707,0.0155258,-0.0852966,-0.0965118,0.0918579,0.0675583,0.184021,-0.128441,-0.160065,-0.0140381
489,4,2.67165,-2.06057,6.01089,1395.79,-38.7789,527.935,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00366211,-0.00427246,-0.000610352,-0.00427246,-0.0134277,-0.0131226,3.86063,-3.05047,7.17281,1167.76,-1497.16,1438.98,-199.669,-305.422,-0.130892,0.0465393,-0.0012207,0.0125122,0.00656128,0.0378418,0.00457764,-0.00350952,-0.0401306,-0.039978,0.0392151,-0.0700378,-0.0796509,0.00259399,0.0352478,-0.0720215,-0.0210571,2.64709,2.66678,0.0241089,-0.0904846,-0.00610352,0.0198364,0.135345,0.0221252,0.181122,0.0189209,0.0190735,0.00686646,-0.0213623,0.0137329,-48.0786,42.9569,-881.392,-47118.6,-92890.9,-2157.35,102.254,-1004.93,0.105573,-0.00133514,-0.0963593,-0.00507355,0.0540543,0.0266647,0.0666046,-0.0256348,0.0130081,-0.160179,-0.202179,-0.169907,0.17498,-0.160408,0.202675,0.0094223,0.160103,-0.0265503,0.00732422,0.0782776,0.026207,0.0788879,0.181046,0.0270081,-0.214081,0.0597763,-0.172691,-0.111008,0.0867462,0.0650406,0.196953,-0.1437,-0.136795,0.0012207
489,5,2.93606,-1.70589,5.65698,1220.23,-180.908,490.542,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00396729,-0.00549316,-0.000305176,-0.00213623,-0.0146484,-0.0131226,3.50517,-2.43232,6.81766,945.835,-1357.72,1364.46,-199.669,-305.422,-0.130892,0.0227356,0.0253296,-0.00640869,0.0114441,0.0250244,-0.00961304,0.0050354,-0.00320435,-0.0357056,0.050354,-0.0309753,-0.101624,-0.000152588,0.0256348,-0.065155,0.0276184,2.66556,2.66327,-0.00808716,-0.0144958,0.0189209,-0.00259399,0.124207,0.108337,0.0865173,0.00793457,0.015564,0.0241089,0.0131226,0.0241089,-48.26,43.8423,-883.181,-47209.3,-92748.8,-2383.75,102.629,-1004.94,0.105147,-0.0339508,-0.122299,-0.00782013,0.0233078,0.0426865,0.0832367,-0.0338745,0.0393677,-0.122604,-0.223885,-0.178833,0.145416,-0.163345,0.218849,0.0363159,0.191193,0.0350189,0.0271606,0.0847626,0.0210571,-0.00457764,0.219765,0.078125,-0.249481,0.0622177,-0.14431,-0.102997,0.043602,0.0520706,0.149994,-0.148811,-0.122604,0.00854492
489,6,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.74931,-2.05008,4.47051,895.855,-1936.92,661.581,198.84,300.407,0.0558755,-0.00488281,-0.00579834,-0.00183105,-0.00488281,-0.0152588,-0.00976562,3.77013,-2.43131,7.88202,1256.31,-1461.93,1457.61,-199.669,-305.422,-0.130892,0.0299072,0.0131226,0.0184631,0.0337219,-0.00106812,-0.00701904,0.0151062,0.0396729,-0.0170898,0.0468445,-0.0653076,-0.0918579,0.0300598,0.0325012,-0.06073,0.0012207,2.65961,2.65167,0.0256348,-0.0318909,-0.00289917,0.00595093,0.159454,0.126801,-0.16861,0.0228882,0.00427246,0.0236511,-0.0137329,0.025177,-48.4411,44.9948,-884.613,-46937.8,-93567.6,-2231.79,101.873,-1005.33,0.106719,0.0143433,-0.0753021,-0.00789642,0.0499344,0.00972748,0.0690842,0.000534058,0.0230026,-0.13073,-0.197716,-0.160599,0.136299,-0.174294,0.176849,0.0110626,0.222473,0.0238037,0.0183487,0.0950623,0.0460052,0.00984192,0.194969,0.000610352,-0.235062,0.090065,-0.138855,-0.108261,0.0905991,0.0432587,0.141106,-0.118256,-0.15667,0.00793457
489,7,2.23133,-2.24011,4.94796,1176.18,-145.904,341.654,202.9,-304.365,-0.0795827,1.83676,-1.96087,4.47054,851.37,-1867.02,847.383,198.84,300.407,0.0558755,-0.00518799,-0.00549316,-0.00183105,-0.00457764,-0.0146484,-0.0128174,3.50434,-2.69686,9.30087,989.843,-1252.58,1457.38,-199.669,-305.422,-0.130892,0.00488281,0.0256348,0.0088501,0.0283813,0.0189209,-0.0114441,0.0233459,0.0236511,-0.030365,0.0556946,-0.0361633,-0.0848389,0.0187683,0.0164795,-0.0524902,0.0221252,2.70508,2.67502,-0.0112915,0.0131226,0.0112915,0.00686646,0.112305,0.0801086,-0.233612,0.0518799,0.0146484,0.0134277,0.00167847,0.0300598,-47.9965,45.6119,-887.475,-46847.7,-93496.7,-2439.41,102.294,-1005.6,0.106709,-0.00286102,-0.0862122,0.0151062,0.035553,-0.000419617,0.0711823,-0.0637054,-0.00640869,-0.0838089,-0.193443,-0.156746,0.167122,-0.174637,0.171127,0.0273895,0.17437,0.0315094,0.0474167,0.0699997,0.0267029,-0.0193024,0.175171,0.00904083,-0.233727,0.0152588,-0.129013,-0.0621033,0.08461,0.08255,0.189743,-0.149384,-0.170517,0.00915527
489,8,3.38202,-1.70467,3.53291,866.664,-6.20821,471.331,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00488281,-0.00518799,-0.000305176,-0.00366211,-0.0143433,-0.0112915,3.416,-2.52052,8.23657,1123.87,-1672.27,1439.01,-199.669,-305.422,-0.130892,-0.00274658,-0.000762939,-0.0115967,0.0132751,0.0265503,-0.00366211,0.0106812,0.0320435,-0.0175476,0.0370789,-0.058136,-0.108948,0.0241089,0.0523376,-0.0511169,-0.00228882,2.66663,2.659,0.030365,-0.0138855,0.00747681,0.0137329,0.148926,0.0605774,-0.184631,0.0299072,0.00488281,0.0569153,0.0117493,0.0184631,-48.8053,46.7637,-889.264,-46802.8,-93461.6,-2703.49,102.546,-1005.76,0.106692,-0.0240326,-0.0611115,0.0152969,0.0757599,0.0367355,0.0570297,-0.0535202,0.0456238,-0.127029,-0.229683,-0.116119,0.177727,-0.157089,0.191231,0.018692,0.169373,0.0630569,0.00930786,0.0953674,0.0469589,-0.0317001,0.171127,-0.0212097,-0.239754,0.0656891,-0.110779,-0.115891,0.076828,0.0777817,0.169754,-0.156136,-0.163345,0.0088501
489,9,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00457764,-0.00488281,-0.0012207,-0.00427246,-0.0143433,-0.0125122,3.41623,-2.69731,8.59136,680.037,-1463.33,1550.19,-199.669,-305.422,-0.130892,-0.0062561,0.0038147,0.00946045,0.00915527,0.0088501,-0.0112915,0.00762939,0.0767517,-0.0431824,0.0160217,-0.0463867,-0.0990295,-0.00213623,-0.00610352,-0.068512,0.0268555,2.69348,2.67868,0.0132751,0.0263977,0.0283813,0.0230408,0.134583,0.062561,0.0038147,0.0314331,-0.0146484,0.00869751,0.0169373,0.0462341,-48.0899,48.0059,-890.34,-46848,-93782.2,-2740.58,102.312,-1005.77,0.106986,0.0366974,-0.0901413,0.00553131,0.0954819,0.0112915,0.0876236,-0.0325012,0,-0.137558,-0.177765,-0.152473,0.139503,-0.142059,0.195503,0.0271988,0.172005,0.019989,0.0516129,0.147324,0.00366211,-0.0462723,0.175438,-0.0209808,-0.237846,0.0658035,-0.146294,-0.0836945,0.135384,0.0716782,0.179672,-0.120354,-0.200462,0.00549316
490,0,2.75894,-1.70679,5.65672,1043.01,-5.30683,471.592,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00457764,-0.00457764,-0.000915527,-0.00244141,-0.0146484,-0.0119019,3.59352,-2.78532,8.59149,945.519,-1252.69,1457.35,-199.669,-305.422,-0.130892,0.0276184,0.0105286,-0.0166321,0.0100708,0.0328064,-0.0262451,-0.00534058,0.0671387,-0.030365,0.0271606,-0.0643921,-0.116425,0.00686646,0.0305176,-0.0675964,-0.0350952,2.66434,2.68509,0.0276184,0.0666809,0.00152588,0.00900269,0.193176,0.0585938,0.0198364,-0.0267029,0.00396729,0.0242615,0.0117493,0.0140381,-48.3609,48.447,-892.128,-46983.6,-93853.5,-2815.71,102.443,-1005.73,0.106751,-0.00106812,-0.0914001,0.0761795,0.0624466,0.0156403,0.0879669,-0.0671768,0.0421143,-0.138016,-0.197792,-0.16983,0.192451,-0.150223,0.184135,0.0353241,0.176506,0.04673,0.0244141,0.0701141,0.0343704,0.0224686,0.156403,0.0194931,-0.281181,0.0224686,-0.120888,-0.115204,0.0761032,0.0871658,0.220718,-0.152435,-0.172958,0.0161743
490,1,3.2067,-2.05908,3.53283,1175.39,-39.9148,509.007,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00396729,-0.00427246,-0.00152588,-0.00305176,-0.0134277,-0.0119019,3.7723,-2.96247,6.46326,1034.54,-1427.44,1568.98,-199.669,-305.422,-0.130892,0.0408936,0.0114441,-0.0143433,0.00427246,0.00473022,-0.0578308,0.00106812,0.0196838,-0.0515747,0.0280762,-0.0540161,-0.106049,0.0117493,0.0279236,-0.0883484,-0.00869751,2.63336,2.6622,0.019989,0.0462341,0.00686646,0.0305176,0.153503,-0.00350952,0.20401,0.0312805,0.0189209,0.00259399,0.000610352,0.0354004,-47.7352,49.7781,-893.204,-46577.1,-94138.7,-3023.08,102.251,-1006.25,0.107888,0.00289917,-0.0907135,0.00419617,0.0590897,0.0463486,0.0772476,-0.0241089,0.0146484,-0.165825,-0.186691,-0.15995,0.175591,-0.158157,0.203476,0.0210953,0.180435,-0.00114441,0.00934601,0.0801468,0.059433,0.00408173,0.156555,0.0510788,-0.255737,0.0114441,-0.145721,-0.120239,0.0941467,0.0553894,0.178833,-0.132599,-0.108948,0.0158691
