,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP1 - Raw,,,,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
337,9,3.02868,-1.88323,3.53248,1088.16,-181.648,360.141,202.9,-304.365,-0.0795827,1.74814,-1.87252,4.82393,323.691,-1869.9,531.098,198.84,300.407,0.0558755,-0.00488281,-0.00518799,-0.00213623,-0.000915527,-0.0146484,-0.00762939,3.23979,-2.60976,7.17229,680.705,-1463.69,435.05,-199.669,-305.422,-0.130892,0.0138855,0.00396729,-0.0466919,0.0398254,0.0239563,-0.0132751,0.00320435,-0.00228882,0.0112915,0.263824,0.365143,-0.288544,-0.0857544,0.106354,-0.0717163,0.027771,2.67502,2.68173,0.0308228,0.0141907,-0.00366211,0.0180054,0.0343323,0.0152588,0.000762939,0.0389099,0.00442505,-0.0138855,-0.0354004,-0.00640869,0,0,0,0,0,0,207.643,-1058.39,0.0770316,-0.00415802,-0.0829697,-0.285912,0.23243,0.0629425,0.418968,-0.0452805,0.0751877,-0.285492,-1.02974,-0.351448,0.0202942,-0.067215,0.249825,0.0549316,0.302086,0.0162125,0.259361,0.215187,-0.0650787,0.149117,0.25116,-0.121574,-0.281448,0.0510406,-0.217896,-0.104256,0.255203,-0.00572205,0.0547409,-0.0545883,-0.014534,0.0167847
338,0,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00366211,-0.00488281,-0.000915527,-0.00366211,-0.0134277,-0.00946045,3.15085,-2.78642,8.59123,814.148,-1638.39,379.43,-199.669,-305.422,-0.130892,-0.00167847,0.019989,-0.0209045,0.0297546,-0.00808716,-0.00610352,0.00839233,-0.0131226,-0.00289917,0.26001,0.378418,-0.26947,-0.0732422,0.0952148,-0.0608826,0.00152588,2.64893,2.66083,-0.00610352,0.00946045,0.00839233,0.01297,0.043335,0.0421143,0.0558472,0.0453186,-0.0315857,-0.0222778,0.0135803,-0.00915527,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0235367,-0.0886154,-0.319443,0.223579,0.0833511,0.401878,-0.0450516,0.112267,-0.273361,-1.00578,-0.337715,-0.0111771,-0.0785828,0.264549,-0.0241089,0.293655,0.0520706,0.290375,0.134354,-0.021019,0.187187,0.176888,-0.1231,-0.262756,0.0542831,-0.214043,-0.115738,0.170555,0.0075531,0.121727,-0.104561,-0.0432587,0.0189209
338,1,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00640869,-0.00518799,0.000915527,-0.00213623,-0.0125122,-0.00762939,3.41535,-2.34351,8.59124,814.246,-1673.4,360.856,-199.669,-305.422,-0.130892,-0.00106812,-0.00488281,-0.0270081,0.0418091,0.0790405,0.0144958,-0.0111389,0.00839233,0.0230408,0.244141,0.354156,-0.275574,-0.0816345,0.0932312,-0.0668335,0.0276184,2.66129,2.66449,0.0248718,0.0038147,-0.01297,-0.01297,0.0662231,0.0282288,0.0592041,0.020752,-0.0495911,-0.0205994,-0.0236511,-0.0271606,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.00816345,-0.0985718,-0.296021,0.248871,0.0589371,0.383301,-0.0170517,0.0793839,-0.298805,-0.984764,-0.34893,0.0126266,-0.0632477,0.235634,0.0109863,0.309219,0.0124741,0.265541,0.151443,0.0195312,0.125008,0.227432,-0.087471,-0.242043,0.0564957,-0.216827,-0.129128,0.187302,0.0534058,0.0455856,-0.0810242,0.00984192,-0.00579834
338,2,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00793457,-0.00579834,0.000610352,-0.00244141,-0.0115967,-0.00793457,2.70708,-2.34527,8.59082,813.626,-1428.38,379.361,-199.669,-305.422,-0.130892,0.000610352,-0.00595093,0.0108337,0.0531006,0.027771,0.0224304,0.0180054,0.0152588,-0.0221252,0.224457,0.365906,-0.290833,-0.105896,0.0817871,-0.0531006,0.0379944,2.67075,2.66632,0.00518799,0.00473022,0.00289917,-0.0100708,0.0340271,0.0204468,0.0645447,-0.0302124,-0.0546265,-0.0914001,0.00473022,-0.00579834,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0279999,-0.0611115,-0.292892,0.209961,0.0975418,0.403709,-0.0379944,0.0562668,-0.246201,-1.02776,-0.346298,0.00865936,-0.0936508,0.293388,0.0460434,0.302658,-0.0173187,0.285568,0.139084,-0.0117111,0.153923,0.280991,-0.103302,-0.223999,0.0704193,-0.233879,-0.125122,0.194244,0.00770569,0.0551605,-0.054245,-0.0208282,0.00671387
338,3,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.83653,-1.96079,4.82401,718.897,-1727.64,475.569,198.84,300.407,0.0558755,-0.00518799,-0.00549316,-0.00213623,-0.00366211,-0.0134277,-0.00671387,3.15082,-2.43308,7.17218,680.848,-1498.73,342.133,-199.669,-305.422,-0.130892,0.000762939,0.00595093,-0.019989,0.0314331,-0.0559998,-0.00778198,-0.00442505,0.0239563,0.00762939,0.470734,0.221405,-0.294647,-0.0405884,0.0738525,-0.0758362,0.0802612,2.64404,2.66068,0.038147,-0.0163269,-0.01297,-0.00259399,0.0749207,0.0291443,0.000762939,-0.0285339,0.0343323,-0.120087,-0.0012207,-0.0233459,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.018425,-0.098381,-0.121422,0.188026,0.0629044,0.365372,-0.0159836,0.0188446,-0.27195,-0.970001,-0.115623,0.0180817,-0.0520706,0.289574,-0.0289536,0.288239,0.0144577,0.267334,0.146179,0.0019455,0.12104,0.2388,-0.109062,-0.180511,0.0519562,-0.211105,-0.111313,0.177383,0.0162125,0.0763321,-0.083046,-0.0198746,0.0250244
338,4,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.74557,-1.60588,6.5912,718.043,-1587.42,642.798,198.84,300.407,0.0558755,-0.00488281,-0.00427246,-0.00366211,-0.00366211,-0.012207,-0.00946045,2.79687,-2.08074,5.39819,680.859,-1498.73,323.547,-199.669,-305.422,-0.130892,-0.00350952,0.0283813,-0.0285339,-0.0213623,-0.0453186,0.00671387,0.00549316,0.00213623,-0.0135803,0.452423,0.216522,-0.289612,-0.0413513,0.0622559,-0.0578308,0.0881958,2.65259,2.65823,0.00762939,0.00610352,0.0161743,0.00213623,0.038147,0.0128174,-0.0260925,0.0218201,0.0941467,-0.11795,0.0102234,-0.00808716,3.49974,-2.12495,3.93277,633.362,-1245.63,397.39,207.643,-1058.39,0.0770316,0.0546265,-0.113716,-0.128098,0.21534,0.0534439,0.39711,-0.0402069,-0.0275421,-0.256348,-0.962563,-0.151634,0.0100327,-0.0161743,0.279961,0.010643,0.302658,0.0775909,0.259247,0.153847,-0.0414276,0.154305,0.231438,-0.122757,-0.243721,0.0754929,-0.163841,-0.153122,0.205536,-0.00301361,-0.00362396,-0.103836,-0.0405502,-0.00152588
338,5,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00640869,-0.00671387,-0.000305176,-0.00244141,-0.0140381,-0.00579834,2.97183,-2.34414,10.0099,902.536,-1533.17,379.448,-199.669,-305.422,-0.130892,-0.0152588,0.00823975,-0.0387573,-0.00213623,-0.0892639,-0.00106812,0.00366211,0.00823975,-0.0192261,0.469513,0.202789,-0.32135,-0.0418091,0.0708008,-0.0820923,0.0778198,2.65518,2.65671,0.0178528,-0.00427246,-0.0213623,0.0276184,0.0679016,0.00442505,-0.0566101,0.0311279,0.183716,-0.0608826,-0.0270081,-0.0390625,0,0,0,0,0,0,207.643,-1058.39,0.0770316,-0.0216293,-0.118179,-0.15152,0.19062,0.0536728,0.42778,-0.0476456,0.00152588,-0.273018,-1.04759,-0.154305,0.0152588,-0.0476074,0.249062,0.0615692,0.288162,0.0151443,0.318794,0.204964,-0.0510788,0.173225,0.199432,-0.128326,-0.208054,0.029068,-0.209503,-0.118027,0.255241,-0.0157166,0.0291061,-0.118752,-0.0521088,0.00823975
338,6,3.29203,-1.5282,3.88682,1044.59,-287.771,378.73,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00488281,-0.00488281,-0.0012207,-0.00183105,-0.0143433,-0.00549316,3.0623,-2.52164,7.52689,858.287,-1568.27,398.019,-199.669,-305.422,-0.130892,-0.0088501,0.0230408,0.0224304,0.0219727,-0.208588,0.00732422,0.0172424,0.0234985,-0.0120544,0.441284,0.212555,-0.288086,-0.0401306,0.0878906,-0.0732422,0.0762939,2.6593,2.66266,-0.00869751,0.010376,0.0236511,-0.0180054,0.0454712,0.0205994,0.00442505,0.0439453,0.142059,-0.0285339,0.0233459,-0.00900269,3.76693,-2.30513,2.50256,768.833,-1067.64,340.357,207.643,-1058.39,0.0770316,0.04776,-0.136986,-0.175476,0.188179,0.0463486,0.409546,-0.0310898,0.0125885,-0.293159,-0.949783,-0.172272,-0.0373077,-0.0350952,0.252914,0.0502014,0.293617,0.0413513,0.304298,0.166016,-0.0406265,0.210114,0.242996,-0.140381,-0.235252,0.0170135,-0.21347,-0.112877,0.209084,0.00671387,0.0702667,-0.0917816,-0.0153732,-0.0128174
338,7,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00427246,-0.00671387,-0.0012207,-0.00244141,-0.0143433,-0.0088501,3.77039,-2.96143,9.65585,724.954,-1428.59,416.479,-199.669,-305.422,-0.130892,0.0050354,0.012207,0.0274658,0.0161743,-0.175476,0.00473022,0.00976562,0.000915527,0.00473022,0.474091,0.201111,-0.291748,-0.0527954,0.0973511,-0.0642395,0.0489807,2.65182,2.6619,0.0215149,-0.000915527,0.00518799,-0.00106812,0.0563049,0.0247192,0.0154114,0.0331116,0.0396729,0.0427246,-0.0134277,-0.032959,3.40963,-1.68132,3.57454,858.976,-854.244,170.19,207.643,-1058.39,0.0770316,0.0281143,-0.13504,-0.130463,0.159416,0.0119019,0.395203,-0.0501633,0.00980377,-0.265236,-0.965385,-0.180092,0.0282669,-0.0589752,0.21698,-0.00217438,0.276375,-0.0174332,0.231552,0.183029,-0.0289917,0.199051,0.221329,-0.0989914,-0.193787,0.0411606,-0.249519,-0.141449,0.220184,-0.030098,0.047226,-0.0952911,-0.00038147,-0.00610352
338,8,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00488281,-0.00701904,-0.0012207,-0.00335693,-0.0134277,-0.00610352,3.23937,-2.60953,7.88176,1035.78,-1637.85,360.977,-199.669,-305.422,-0.130892,0.00350952,0.0254822,0.0239563,0.0183105,-0.111084,0.015564,0.0305176,-0.00732422,-0.00488281,0.465546,0.224915,-0.276337,-0.0402832,0.0769043,-0.0486755,0.0941467,2.65244,2.64816,-0.0088501,0.0341797,0.0325012,0.0241089,0.0263977,-0.0205994,0.0167847,0.0358582,-0.0523376,0.0234985,0.0160217,0.00152588,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.056839,-0.129509,-0.135689,0.179634,0.0515366,0.391006,-0.0590897,0.00282288,-0.27523,-0.940208,-0.171051,0.0154495,-0.0597382,0.252991,0.000457764,0.243721,0.0586319,0.279655,0.13485,-0.0644684,0.188904,0.244522,-0.110092,-0.230827,0.0818253,-0.172386,-0.143623,0.169106,-0.0300217,0.0365829,-0.0935364,-0.0337982,0.0112915
338,9,0,0,0,0,0,0,202.9,-304.365,-0.0795827,2.45457,-2.40131,4.47105,850.719,-1691.9,419.893,198.84,300.407,0.0558755,-0.00732422,-0.00701904,-0.00183105,-0.00457764,-0.0131226,-0.00579834,2.79648,-2.52218,7.88146,858.298,-1568.28,379.433,-199.669,-305.422,-0.130892,0.0119019,0.010376,0.0105286,0.0141907,0.0239563,0.0213623,0.00930786,0.0128174,-0.000152588,0.452423,0.232086,-0.291138,-0.0454712,0.0863647,-0.0532532,0.0808716,2.62527,2.66357,0.0184631,0.0379944,0.00350952,-0.00854492,0.0820923,0.0328064,0.0125122,0.0415039,-0.0967407,-0.0314331,0.00854492,-0.0292969,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0241852,-0.159264,-0.101509,0.207176,0.0468826,0.412254,-0.0385666,-0.0397873,-0.290222,-0.977211,-0.166779,0.0395584,-0.0381851,0.245399,0.0314713,0.277061,0.0473022,0.286598,0.182686,-0.0234222,0.127678,0.195007,-0.0910568,-0.207214,0.0896072,-0.214233,-0.132179,0.226822,-0.0246811,-0.0304413,-0.117607,-0.0524139,-0.00701904
339,0,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.92234,-1.69385,5.88441,719.407,-1832.75,549.933,198.84,300.407,0.0558755,-0.00549316,-0.00457764,-0.00305176,-0.00366211,-0.0143433,-0.00793457,3.23742,-2.16682,9.30054,902.395,-1463.18,323.668,-199.669,-305.422,-0.130892,-0.00305176,0.012207,-0.00854492,0.00701904,-0.132446,-0.00961304,0.000457764,0.0268555,-0.0241089,0.413208,0.141907,-0.270691,0.0105286,0.133209,-0.0628662,0.133057,2.68066,2.68143,0.00534058,-0.00579834,0.0216675,0.0379944,0.043335,0.0280762,0.0456238,0.0849915,0.0291443,-0.0505066,-0.00259399,0.0131226,3.59018,-2.12368,4.64777,768.917,-818.151,453.043,207.643,-1058.39,0.0770316,0.0283051,-0.0810242,-0.0939178,0.0241852,0.0371552,0.434265,-0.0408173,-0.0491333,-0.258942,-0.36129,-0.116539,0.0756073,-0.0442886,0.22213,0.0159073,0.26207,0.000915527,0.346489,0.155258,-0.0203705,0.203705,0.21965,-0.14576,-0.226326,0.0593948,-0.192108,-0.0972366,0.186768,0.00087738,0.075531,-0.115204,-0.0611496,0.00671387
339,1,2.58143,-1.53112,5.30225,1089.2,-428.691,509.071,202.9,-304.365,-0.0795827,2.01004,-1.6933,6.23793,632.232,-1973.42,456.985,198.84,300.407,0.0558755,-0.00579834,-0.00457764,-0.00335693,-0.00305176,-0.015564,-0.00640869,3.32769,-2.60919,8.23654,991.564,-1707.92,472.488,-199.669,-305.422,-0.130892,-0.0163269,0.00610352,-0.0604248,-0.0190735,0.0350952,0.0216675,-0.0106812,0.0202942,-0.000152588,0.433502,0.148621,-0.281372,-0.0238037,0.111389,-0.0650024,0.135498,2.65472,2.66205,0.00976562,-0.00900269,-0.00686646,-0.0210571,0.0378418,0.040741,0.0349426,0.0769043,0.119019,0.0413513,-0.0164795,-0.0256348,0,0,0,0,0,0,207.643,-1058.39,0.0770316,-0.0112915,-0.108147,-0.0761032,0.0829697,0.0380325,0.411758,-0.0110626,-0.0344467,-0.231628,-0.351334,-0.145683,0.0495148,-0.0284576,0.184479,0.00587463,0.286446,0.0230789,0.274391,0.170593,-0.00228882,0.162392,0.227852,-0.10582,-0.216179,0.0239563,-0.223083,-0.131149,0.212936,-0.0216293,0.0374603,-0.11261,-0.018158,-0.0134277
339,2,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00579834,-0.00518799,-0.000610352,-0.00366211,-0.015564,-0.00610352,2.88416,-2.43316,8.94568,725.162,-1498.61,360.745,-199.669,-305.422,-0.130892,-0.0256348,0.0253296,-0.0424194,-0.0227356,0.326538,-0.00183105,0.0125122,0.0344849,-0.0323486,0.389557,0.122833,-0.286407,-0.0164795,0.110779,-0.0746155,0.138245,2.68112,2.68555,0.00778198,-0.0109863,-0.00274658,0.0282288,0.0250244,-0.00640869,0.0175476,0.0872803,0.104828,0.0666809,-0.0286865,-0.0222778,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.00762939,-0.0600815,-0.067749,0.0409698,0.0223923,0.462952,-0.0474548,-0.0587463,-0.230484,-0.364494,-0.120888,0.0508118,-0.0625992,0.196571,0.0632095,0.249214,0.0312042,0.217133,0.214386,-0.0719833,0.171509,0.265312,-0.134773,-0.254059,0.0691223,-0.191154,-0.145378,0.204086,-0.0324249,0.0473785,-0.0666428,-0.0679016,-0.00335693
339,3,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00366211,-0.00549316,-0.00152588,-0.00427246,-0.0131226,-0.00640869,3.32747,-2.52074,8.23651,858.385,-1603.28,379.445,-199.669,-305.422,-0.130892,0.00411987,0.0434875,-0.0434875,-0.0596619,0.274353,-0.0100708,-0.0062561,-0.00640869,-0.0285339,0.421753,0.142517,-0.296936,-0.00549316,0.118713,-0.0656128,0.110779,2.65488,2.63748,0.00640869,0.0315857,0.012207,-0.0172424,0.0205994,0.0282288,0.0376892,0.00946045,0.0088501,0.0297546,0.0154114,-0.0204468,3.7677,-1.94845,3.21704,859.182,-782.687,358.605,207.643,-1058.39,0.0770316,0.0395966,-0.0879288,-0.101585,0.0640488,0.0220108,0.429573,-0.0348663,-0.0195312,-0.23571,-0.342331,-0.106506,0.0529861,-0.0318146,0.189667,0.00522614,0.257607,0.0136185,0.259247,0.195885,-0.0764084,0.139923,0.202293,-0.142403,-0.17437,0.026741,-0.205193,-0.114784,0.223885,-0.0732422,0.0252533,-0.0603867,-0.0516891,-0.00244141
339,4,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00579834,-0.00549316,-0.00152588,-0.00335693,-0.0134277,-0.00518799,2.53155,-2.87652,8.23615,945.893,-1148.03,397.934,-199.669,-305.422,-0.130892,0.00518799,0.0375366,-0.0106812,-0.0509644,0.246124,-0.00152588,0.00289917,-0.0193787,-0.0164795,0.404053,0.127258,-0.294952,-0.0187683,0.108643,-0.080719,0.115509,2.64877,2.64862,-0.0111389,0.0273132,-0.00289917,0.0108337,0.0234985,-0.00427246,-0.00167847,-0.0111389,0.014801,-0.0062561,-0.0242615,-0.015564,3.14125,-1.85845,3.93272,1130.5,-1245.47,434.52,207.643,-1058.39,0.0770316,0.0534821,-0.0885773,-0.0760269,0.0421524,-0.0140762,0.428772,-0.0522232,-0.0258255,-0.242004,-0.306473,-0.133553,0.0689697,-0.0522995,0.1231,0.0292969,0.26207,0.059433,0.240631,0.197029,-0.0574875,0.175591,0.213318,-0.120621,-0.23098,0.0688934,-0.152359,-0.146637,0.18795,-0.0416565,0.0323868,-0.118103,-0.0661087,0.0012207
339,5,2.93846,-1.97136,4.94887,955.28,-76.3896,415.695,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00518799,-0.00518799,-0.00152588,-0.00366211,-0.0137329,-0.00823975,3.06186,-2.43307,7.88159,902.71,-1603.17,379.471,-199.669,-305.422,-0.130892,-0.00656128,0.0392151,0.0288391,-0.0196838,0.190277,-0.00152588,0.0254822,-0.0102234,-0.0262451,0.408478,0.149689,-0.290527,-0.032196,0.0959778,-0.0566101,0.113068,2.66968,2.63992,0.00671387,0.0447083,0.0212097,-0.0253296,0.00549316,0.0416565,0.0212097,-0.0325012,-0.0663757,-0.0515747,0.0279236,-0.0111389,3.32173,-1.94539,5.00533,904.581,-960.476,509.697,207.643,-1058.39,0.0770316,0.0512695,-0.0809097,-0.0531387,0.0563431,0.0632477,0.44178,-0.0695419,-0.0428391,-0.255585,-0.338249,-0.126762,0.0703049,-0.0455856,0.200882,0.00637054,0.208092,-0.00102997,0.230751,0.239067,-0.0736618,0.191765,0.220528,-0.139999,-0.208435,0.0656128,-0.229111,-0.135574,0.24189,-0.029335,0.0152206,-0.100403,-0.0334549,0.00793457
339,6,2.76382,-2.14954,3.88634,1000.31,-287.932,508.869,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00518799,-0.00518799,0.000610352,-0.00335693,-0.012207,-0.00762939,2.97397,-2.43364,6.81734,902.743,-1603.19,323.714,-199.669,-305.422,-0.130892,0.0227356,0.0189209,0.0357056,0.00274658,0.169525,-0.00976562,-0.00396729,-0.0012207,0.0012207,0.412292,0.131531,-0.3125,-0.0128174,0.122833,-0.0585938,0.118866,2.64557,2.65717,0.00946045,0.00244141,-0.00961304,0.0180054,0.0312805,-0.00610352,-0.0169373,-0.0242615,-0.0271606,-0.057373,-0.0346375,-0.0189209,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.014534,-0.106468,-0.0439453,0.0720215,0.0190353,0.436783,-0.0217819,-0.0627136,-0.275383,-0.34832,-0.138893,0.0732803,-0.0408554,0.211525,0.026474,0.272484,0.0281143,0.253677,0.180511,-0.0667572,0.209045,0.210991,-0.159569,-0.21946,0.0680923,-0.202293,-0.127983,0.183983,-0.0413895,0.0969696,-0.116806,-0.0654221,0.00305176
339,7,2.40589,-1.53255,4.23962,867.719,-218.013,490.037,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00396729,-0.00305176,-0.000305176,-0.00305176,-0.0125122,-0.00854492,2.52914,-2.08024,8.94536,858.093,-1463.3,286.47,-199.669,-305.422,-0.130892,0.00823975,0.0456238,0.058136,0.0315857,0.00961304,0.00686646,0.01297,0.0108337,-0.0270081,0.128937,0.139313,-0.253601,-0.0260925,0.128479,-0.0448608,0.137634,2.67624,2.6593,0.0100708,0.010376,-0.0128174,-0.0012207,-0.00915527,-0.00442505,0.00671387,-0.0143433,-0.0613403,-0.0476074,0.00595093,-0.0378418,3.40935,-2.39279,3.21824,949.596,-960.733,358.813,207.643,-1058.39,0.0770316,0.0295258,-0.019455,-0.0395203,-0.00297546,0.0210953,0.413094,-0.0550079,-0.0857162,-0.233307,-0.241394,-0.153008,0.0414276,-0.039711,0.202103,-0.00385284,0.2565,0.0133896,0.234032,0.199852,-0.0245667,0.155716,0.207291,-0.0915527,-0.228424,0.0526047,-0.211258,-0.145226,0.209198,-0.0204849,0.0461197,-0.0948715,-0.0260544,0.0125122
339,8,0,0,0,0,0,0,202.9,-304.365,-0.0795827,2.53944,-1.95688,5.5314,543.061,-1763.59,568.386,198.84,300.407,0.0558755,-0.00762939,-0.00549316,-0.00274658,-0.00244141,-0.0137329,-0.00823975,2.79648,-2.52218,7.88146,769.629,-1533.53,267.854,-199.669,-305.422,-0.130892,0.00152588,0.0363159,0.0509644,0.058136,-0.000152588,0.00671387,0.00808716,0.0361633,0.00442505,0.13382,0.0994873,-0.266266,0.0112915,0.131226,-0.0521851,0.124054,2.65488,2.68448,0.0222778,-0.0164795,0.00488281,0.0151062,0.00564575,0.00396729,-0.00152588,0.0253296,-0.00808716,0.0100708,-0.0143433,-0.0242615,3.41212,-1.67755,5.71986,1085.2,-782.545,414.904,207.643,-1058.39,0.0770316,0.0528717,-0.00221252,-0.069809,0.0170135,-0.0397491,0.410843,0.00141144,-0.0503922,-0.238457,-0.235443,-0.13092,0.0300598,-0.052948,0.139961,0.0259399,0.315437,0.0043869,0.252151,0.185471,-0.0691223,0.144539,0.247154,-0.120506,-0.225105,0.076828,-0.165787,-0.160904,0.199585,-0.0291061,0.0355911,-0.0811768,-0.0388336,-0.000305176
339,9,0,0,0,0,0,0,202.9,-304.365,-0.0795827,1.74979,-2.2274,5.17748,629.674,-1482.82,382.529,198.84,300.407,0.0558755,-0.00488281,-0.00640869,-0.00244141,-0.00305176,-0.0112915,-0.00518799,3.59306,-2.34342,7.52715,859.059,-1883.28,416.708,-199.669,-305.422,-0.130892,0.00534058,0.0134277,0.0662231,0.0480652,-0.0483704,0.0244141,0.0364685,0.0341797,-0.00167847,0.131378,0.123901,-0.247498,-0.0108337,0.133057,-0.0579834,0.136719,2.69241,2.66357,-0.0205994,-0.00991821,0.00854492,0.00701904,-0.0111389,-0.00244141,0.015564,0.0558472,-0.0688171,0.0866699,0.0137329,0.00183105,4.03691,-1.77006,3.57397,949.574,-960.766,339.959,207.643,-1058.39,0.0770316,0.0525665,-0.0318527,-0.030365,0.00278473,-0.0221252,0.46875,-0.0385284,-0.0927353,-0.214386,-0.220833,-0.134926,0.0511551,-0.0421524,0.152512,0.0196838,0.245934,0.00686646,0.161362,0.179863,-0.0806046,0.152283,0.196342,-0.133934,-0.179482,0.0348663,-0.19886,-0.124092,0.186348,-0.0162506,0.030098,-0.147018,-0.00244141,0.015564
340,0,0,0,0,0,0,0,202.9,-304.365,-0.0795827,0,0,0,0,0,0,198.84,300.407,0.0558755,-0.00549316,-0.00427246,-0.00152588,-0.00335693,-0.0128174,-0.00793457,3.5054,-2.6091,7.17245,725.717,-1708.64,305.057,-199.669,-305.422,-0.130892,0.0204468,0.0202942,0.0393677,0.0788879,-0.09552,0.0152588,-0.00991821,-0.00259399,-0.0100708,0.133057,0.107422,-0.272675,-0.00808716,0.15152,-0.0559998,0.121918,2.66922,2.66357,0.0164795,-0.0326538,0.00457764,0.0163269,0.00305176,0.0210571,-0.0050354,0.0709534,0.00259399,0.0810242,-0.00411987,-0.0259399,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0456238,0.0315857,-0.0100327,0.0104141,-0.0523376,0.395508,-0.0646591,-0.0519943,-0.229607,-0.235519,-0.115776,0.057106,-0.0383759,0.146866,0.00816345,0.245552,0.0897217,0.11776,0.185242,-0.083046,0.142479,0.2491,-0.130463,-0.218201,0.069313,-0.135422,-0.173149,0.190773,-0.0112152,0.0454712,-0.113754,-0.0468063,0.00793457
